scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic
0.4731871997546589,"[-0.1214599609375, 0.2009765625, 0.05490451388888889, 0.315625, 0.5135633680555556, 0.35227144681490385, 0.7277134486607143, 0.8443359375, 0.5498860677083334, 0.60849609375, 1.1587467193603516]","[-20.054443359375, -43.2431640625, -30.423828125, -12.55859375, -24.7294921875, -35.467529296875, -18.77197265625, -18.583984375, -11.29248046875, -20.5947265625, -17.276657104492188]","[-19.082763671875, -45.2529296875, -30.91796875, -14.13671875, -29.3515625, -40.04705810546875, -23.865966796875, -27.02734375, -14.591796875, -26.6796875, -26.546630859375]",A short story about M and K
0.5459668931083498,"[-0.0345001220703125, 0.1599609375, 0.3680555555555556, 0.612890625, 0.8291015625, 0.37148343599759615, 0.9478934151785714, 0.665625, 0.7548014322916666, 0.6076171875, 0.7227067947387695]","[-22.9410400390625, -40.6787109375, -29.74609375, -12.3125, -24.5576171875, -34.61865234375, -18.79345703125, -17.9326171875, -11.93310546875, -20.294921875, -15.034812927246094]","[-22.6650390625, -42.2783203125, -33.05859375, -15.376953125, -32.01953125, -39.44793701171875, -25.4287109375, -24.5888671875, -16.4619140625, -26.37109375, -20.81646728515625]",A short story about M and K getting a divorce
