scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic
0.5518924012143388,"[0.205841064453125, 0.14375, 0.5202077229817709, 0.13515625, 0.7306857638888888, 0.4524676983173077, 0.5777587890625, 1.152587890625, 0.24934895833333334, 0.431396484375, 1.4716157913208008]","[-19.454833984375, -39.650390625, -25.077896118164062, -12.609375, -19.75390625, -30.698486328125, -19.7564697265625, -14.39404296875, -13.38671875, -23.56298828125, -14.619163513183594]","[-21.1015625, -41.087890625, -29.759765625, -13.28515625, -26.330078125, -36.58056640625, -23.80078125, -25.919921875, -14.8828125, -27.876953125, -26.39208984375]",A short story about M and K
0.5924398672912848,"[0.141754150390625, 0.37265625, 0.8456895616319444, 0.519921875, 0.5686848958333334, 0.2608830378605769, 1.1600516183035714, 0.9896484375, 0.4677734375, 0.1404541015625, 1.049321174621582]","[-21.221923828125, -36.478515625, -24.9454345703125, -11.7734375, -19.8896484375, -32.6287841796875, -17.763427734375, -14.33984375, -13.302734375, -22.835693359375, -12.522544860839844]","[-22.35595703125, -40.205078125, -32.556640625, -14.373046875, -25.0078125, -36.020263671875, -25.8837890625, -24.236328125, -16.109375, -24.240234375, -20.9171142578125]",A short story about M and K getting a divorce
