topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type
A short story titled 'The Rock',openai-community/gpt2-xl,4,6,17,0.8523393110795454,-40.50304365158081,-71.14453125,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,17,0.3952414772727273,-35.496896386146545,-54.697593688964844,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,6,6,17,0.8595081676136364,-30.668960571289062,-57.75551986694336,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,17,0.5350008877840909,-37.470703125,-67.71484375,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,8,6,17,0.9681285511363636,-34.9814453125,-49.8564453125,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,17,0.6841042258522727,-32.7960205078125,-45.03662550449371,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,17,0.7950106534090909,-51.22265625,-58.35546875,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,17,0.31416459517045453,-10.37939453125,-21.14404296875,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,17,0.9395862926136364,-35.95704519748688,-58.41610145568848,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,17,0.383056640625,-21.40966796875,-49.451171875,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,17,0.9525035511363636,-20.373395919799805,-50.3031005859375,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,17,0.3379794034090909,-31.09228515625,-46.739501953125,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,17,0.9507279829545454,-43.0615234375,-63.34375,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,17,0.32255415482954547,-66.28125,-65.87109375,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,17,1.1159113103693181,-47.322265625,-65.056640625,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,17,0.5337246981534091,-37.291015625,-56.046875,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,17,1.1615434126420454,-26.60562229156494,-38.916015625,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,17,0.6613658558238636,-30.828125,-43.958984375,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,17,1.0415704900568181,-37.366098403930664,-49.439453125,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,17,0.5521184747869318,-42.85600233078003,-75.4990234375,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,17,1.0490500710227273,-35.6923406124115,-59.69835662841797,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,17,0.6115056818181818,-30.80484104156494,-53.406219482421875,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,17,1.3685746626420454,-37.439453125,-67.11328125,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,17,0.4777610085227273,-34.46923828125,-45.409912109375,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,17,1.4184126420454546,-37.20610046386719,-44.27932286262512,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,17,0.3811590021306818,-51.234375,-64.53515625,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,17,1.4224742542613635,-10.676513671875,-23.90625,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,17,0.3333962180397727,-32.51954257488251,-56.521488547325134,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,17,1.3668767755681819,-21.05224609375,-46.85546875,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,17,0.26225142045454547,-20.306072235107422,-43.809234619140625,clairvoyant
A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,2,6,18,1.1238606770833333,-30.6456298828125,-34.31298828125,naive
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,2,6,18,0.7692057291666666,-36.15087890625,-49.18017578125,clairvoyant
A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,4,6,18,1.2405924479166666,-72.015625,-72.01171875,naive
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,4,6,18,1.0494140625,-44.943359375,-67.6904296875,clairvoyant
A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,6,6,18,1.3440104166666667,-35.37109375,-60.63671875,naive
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,6,6,18,1.11416015625,-26.841842651367188,-47.67578125,clairvoyant
A short story titled 'The Rock',SakanaAI/TinySwallow-1.5B-Instruct,8,6,18,1.3356119791666667,-30.82958984375,-47.96826171875,naive
A short story about a mountain becoming space debris,SakanaAI/TinySwallow-1.5B-Instruct,8,6,18,1.1372721354166666,-32.853925704956055,-49.40234375,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,2,6,18,0.7263020833333333,-40.50304365158081,-71.14453125,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,2,6,18,0.60546875,-34.282042503356934,-54.697593688964844,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,4,6,18,0.8766927083333333,-29.507274627685547,-57.75551986694336,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,4,6,18,0.7373697916666667,-33.3330078125,-67.71484375,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,6,6,18,0.8890625,-35.092529296875,-49.8564453125,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,6,6,18,0.7260416666666667,-32.662312507629395,-45.03662550449371,clairvoyant
A short story titled 'The Rock',openai-community/gpt2-xl,8,6,18,0.89384765625,-50.74609375,-58.35546875,naive
A short story about a mountain becoming space debris,openai-community/gpt2-xl,8,6,18,0.671484375,-10.4150390625,-21.14404296875,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,2,6,18,1.0747395833333333,-35.03712296485901,-58.41610145568848,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,2,6,18,0.8369791666666667,-20.368896484375,-49.451171875,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,4,6,18,1.4875651041666667,-20.185884475708008,-50.3031005859375,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,4,6,18,1.1564453125,-31.703857421875,-46.739501953125,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,6,6,18,1.5080729166666667,-42.0068359375,-63.34375,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,6,6,18,1.1896484375,-66.28125,-65.87109375,clairvoyant
A short story titled 'The Rock',allenai/OLMo-2-1124-13B,8,6,18,1.5535807291666666,-47.322265625,-65.056640625,naive
A short story about a mountain becoming space debris,allenai/OLMo-2-1124-13B,8,6,18,1.262109375,-37.291015625,-56.046875,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,2,6,18,0.8914713541666667,-26.60562229156494,-38.916015625,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,2,6,18,0.4837565104166667,-30.828125,-43.958984375,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,4,6,18,1.26015625,-37.366098403930664,-49.439453125,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,4,6,18,0.82353515625,-42.85600233078003,-75.4990234375,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,6,6,18,0.9703125,-35.777690410614014,-59.69835662841797,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,6,6,18,0.6657877604166667,-30.561920166015625,-53.406219482421875,clairvoyant
A short story titled 'The Rock',meta-llama/Llama-3.1-8B-Instruct,8,6,18,1.11591796875,-32.01953125,-67.11328125,naive
A short story about a mountain becoming space debris,meta-llama/Llama-3.1-8B-Instruct,8,6,18,0.6191080729166667,-34.65771484375,-45.409912109375,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,2,6,18,1.32734375,-36.90480172634125,-44.27932286262512,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,2,6,18,0.8035807291666667,-49.234375,-64.53515625,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,4,6,18,1.504296875,-10.1962890625,-23.90625,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,4,6,18,0.973779296875,-32.962905526161194,-56.521488547325134,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,6,6,18,1.3521484375,-20.477783203125,-46.85546875,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,6,6,18,0.8686197916666667,-16.97110366821289,-43.809234619140625,clairvoyant
A short story titled 'The Rock',Qwen/Qwen2.5-7B-Instruct,8,6,18,1.4224609375,-31.42822265625,-34.31298828125,naive
A short story about a mountain becoming space debris,Qwen/Qwen2.5-7B-Instruct,8,6,18,0.9003580729166667,-35.6748046875,-49.18017578125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,2,7,0,-0.12109375,-47.26171875,-45.80859375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,0,0.023111979166666668,-30.44140625,-28.873046875,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,4,7,0,-0.12109375,-24.558837890625,-37.984375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,0,0.023111979166666668,-16.087890625,-23.37890625,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,6,7,0,-0.12109375,-30.48486328125,-42.52880859375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,0,0.023111979166666668,-27.109375,-31.6007080078125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,8,7,0,-0.12109375,-10.09130859375,-31.69140625,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,0,0.023111979166666668,-22.98046875,-46.01953125,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,2,7,0,-0.2819010416666667,-34.148681640625,-39.5118408203125,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,0,-0.4602864583333333,-29.68359375,-39.65234375,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,4,7,0,-0.2819010416666667,-17.41796875,-29.9375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,0,-0.4602864583333333,-41.107421875,-49.9609375,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,6,7,0,-0.2819010416666667,-29.052734375,-44.9501953125,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,0,-0.4602864583333333,-24.46142578125,-36.79296875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,8,7,0,-0.2819010416666667,-34.0029296875,-38.19921875,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,0,-0.4602864583333333,-33.84375,-49.03125,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,2,7,0,0.06282552083333333,-49.064453125,-64.2265625,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,0,0.06429036458333333,-27.2890625,-39.265625,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,4,7,0,0.06282552083333333,-45.59375,-45.87109375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,0,0.06429036458333333,-29.166015625,-32.46875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,6,7,0,0.06282552083333333,-24.80419921875,-37.375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,0,0.06429036458333333,-12.859375,-22.5546875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,8,7,0,0.06282552083333333,-28.45703125,-40.9306640625,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,0,0.06429036458333333,-18.669921875,-22.024169921875,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,2,7,0,-0.22005208333333334,-10.8944091796875,-29.71484375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,0,-0.3623046875,-23.244140625,-45.3046875,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,4,7,0,-0.22005208333333334,-33.93505859375,-40.1513671875,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,0,-0.3623046875,-28.8984375,-39.892578125,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,6,7,0,-0.22005208333333334,-18.15234375,-29.84375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,0,-0.3623046875,-34.86328125,-42.400390625,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,8,7,0,-0.22005208333333334,-26.1240234375,-40.1005859375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,0,-0.3623046875,-23.73388671875,-36.619140625,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,2,7,0,-0.24446614583333334,-27.744384765625,-30.62060546875,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,0,0.016276041666666668,-29.2734375,-42.0078125,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,4,7,0,-0.24446614583333334,-45.748046875,-56.638671875,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,0,0.016276041666666668,-21.3984375,-35.2509765625,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,6,7,0,-0.24446614583333334,-47.26171875,-45.80859375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,0,0.016276041666666668,-30.44140625,-28.873046875,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,8,7,0,-0.24446614583333334,-24.558837890625,-37.984375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,0,0.016276041666666668,-14.23046875,-23.37890625,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,2,7,1,-0.142578125,-26.80078125,-42.52880859375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,1,0.30024857954545453,-25.38671875,-31.6007080078125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,4,7,1,-0.142578125,-9.9228515625,-31.69140625,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,1,0.30024857954545453,-21.8359375,-46.01953125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,6,7,1,-0.142578125,-32.2978515625,-39.5118408203125,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,1,0.30024857954545453,-27.970703125,-39.65234375,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,8,7,1,-0.142578125,-16.49609375,-29.9375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,1,0.30024857954545453,-41.037109375,-49.9609375,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,2,7,1,0.42436079545454547,-28.130859375,-44.9501953125,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,1,0.5985440340909091,-21.56640625,-36.79296875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,4,7,1,0.42436079545454547,-28.12939453125,-38.19921875,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,1,0.5985440340909091,-31.1875,-49.03125,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,6,7,1,0.42436079545454547,-49.2578125,-64.2265625,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,1,0.5985440340909091,-20.90771484375,-39.265625,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,8,7,1,0.42436079545454547,-45.59375,-45.87109375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,1,0.5985440340909091,-29.166015625,-32.46875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,2,7,1,0.5232599431818182,-24.80419921875,-37.375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,1,0.42094282670454547,-12.80859375,-22.5546875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,4,7,1,0.5232599431818182,-26.67041015625,-40.9306640625,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,1,0.42094282670454547,-16.693359375,-22.024169921875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,6,7,1,0.5232599431818182,-9.356689453125,-29.71484375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,1,0.42094282670454547,-22.828125,-45.3046875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,8,7,1,0.5232599431818182,-32.052734375,-40.1513671875,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,1,0.42094282670454547,-29.001953125,-39.892578125,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,2,7,1,0.3008700284090909,-17.11328125,-29.84375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,1,0.6536088423295454,-34.78125,-42.400390625,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,4,7,1,0.3008700284090909,-26.3974609375,-40.1005859375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,1,0.6536088423295454,-20.79296875,-36.619140625,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,6,7,1,0.3008700284090909,-23.260986328125,-30.62060546875,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,1,0.6536088423295454,-28.9921875,-42.0078125,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,8,7,1,0.3008700284090909,-45.10546875,-56.638671875,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,1,0.6536088423295454,-18.824462890625,-35.2509765625,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,2,7,1,0.6188299005681818,-47.26171875,-45.80859375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,1,1.3607066761363635,-30.44140625,-28.873046875,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,4,7,1,0.6188299005681818,-24.558837890625,-37.984375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,1,1.3607066761363635,-14.23046875,-23.37890625,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,6,7,1,0.6188299005681818,-26.80078125,-42.52880859375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,1,1.3607066761363635,-22.55859375,-31.6007080078125,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,8,7,1,0.6188299005681818,-9.2679443359375,-31.69140625,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,1,1.3607066761363635,-21.259765625,-46.01953125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,2,7,2,1.4917263454861112,-32.0830078125,-39.5118408203125,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,2,1.3967556423611112,-27.6015625,-39.65234375,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,4,7,2,1.4917263454861112,-17.953125,-29.9375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,2,1.3967556423611112,-34.4130859375,-49.9609375,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,6,7,2,1.4917263454861112,-28.83203125,-44.9501953125,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,2,1.3967556423611112,-21.9306640625,-36.79296875,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,8,7,2,1.4917263454861112,-25.0732421875,-38.19921875,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,2,1.3967556423611112,-30.921875,-49.03125,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,2,7,2,1.3305121527777777,-49.5078125,-64.2265625,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,2,1.0896267361111112,-20.3349609375,-39.265625,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,4,7,2,1.3305121527777777,-45.59375,-45.87109375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,2,1.0896267361111112,-29.166015625,-32.46875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,6,7,2,1.3305121527777777,-24.80419921875,-37.375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,2,1.0896267361111112,-12.80859375,-22.5546875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,8,7,2,1.3305121527777777,-26.67041015625,-40.9306640625,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,8,7,2,1.0896267361111112,-14.76171875,-22.024169921875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,2,7,2,1.5082465277777777,-8.8248291015625,-29.71484375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,2,7,2,1.1497395833333333,-22.958984375,-45.3046875,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,4,7,2,1.5082465277777777,-31.65234375,-40.1513671875,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,4,7,2,1.1497395833333333,-28.421875,-39.892578125,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,6,7,2,1.5082465277777777,-18.53515625,-29.84375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,6,7,2,1.1497395833333333,-34.0234375,-42.400390625,clairvoyant
A short story titled 'The Prisoner',allenai/OLMo-2-1124-13B,8,7,2,1.5082465277777777,-27.1220703125,-40.1005859375,naive
A short story about a man trapped in a strange village,allenai/OLMo-2-1124-13B,8,7,2,1.1497395833333333,-21.81005859375,-36.619140625,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,2,7,2,1.5051540798611112,-22.578857421875,-30.62060546875,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,2,7,2,1.0569118923611112,-28.4453125,-42.0078125,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,4,7,2,1.5051540798611112,-44.96875,-56.638671875,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,4,7,2,1.0569118923611112,-17.571533203125,-35.2509765625,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,6,7,2,1.5051540798611112,-47.26171875,-45.80859375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,6,7,2,1.0569118923611112,-30.44140625,-28.873046875,clairvoyant
A short story titled 'The Prisoner',meta-llama/Llama-3.1-8B-Instruct,8,7,2,1.5051540798611112,-24.558837890625,-37.984375,naive
A short story about a man trapped in a strange village,meta-llama/Llama-3.1-8B-Instruct,8,7,2,1.0569118923611112,-14.23046875,-23.37890625,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,2,7,2,1.5348849826388888,-26.80078125,-42.52880859375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,2,7,2,2.0440538194444446,-22.55859375,-31.6007080078125,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,4,7,2,1.5348849826388888,-9.2679443359375,-31.69140625,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,4,7,2,2.0440538194444446,-21.91796875,-46.01953125,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,6,7,2,1.5348849826388888,-30.705810546875,-39.5118408203125,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,6,7,2,2.0440538194444446,-28.046875,-39.65234375,clairvoyant
A short story titled 'The Prisoner',Qwen/Qwen2.5-7B-Instruct,8,7,2,1.5348849826388888,-18.689453125,-29.9375,naive
A short story about a man trapped in a strange village,Qwen/Qwen2.5-7B-Instruct,8,7,2,2.0440538194444446,-32.9873046875,-49.9609375,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,2,7,3,1.2151692708333333,-29.43359375,-44.9501953125,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,2,7,3,1.6158854166666667,-21.55126953125,-36.79296875,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,4,7,3,1.5247395833333333,-23.74853515625,-38.19921875,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,4,7,3,1.6243489583333333,-31.0859375,-49.03125,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,6,7,3,1.5247395833333333,-48.408203125,-64.2265625,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,6,7,3,1.6243489583333333,-20.4217529296875,-39.265625,clairvoyant
A short story titled 'The Prisoner',SakanaAI/TinySwallow-1.5B-Instruct,8,7,3,1.5247395833333333,-45.59375,-45.87109375,naive
A short story about a man trapped in a strange village,SakanaAI/TinySwallow-1.5B-Instruct,8,7,3,1.6243489583333333,-29.166015625,-32.46875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,2,7,3,2.1002604166666665,-24.80419921875,-37.375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,2,7,3,2.3919270833333335,-12.80859375,-22.5546875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,4,7,3,2.3138020833333335,-26.67041015625,-40.9306640625,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,4,7,3,2.5393880208333335,-14.76171875,-22.024169921875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,6,7,3,2.3138020833333335,-8.8248291015625,-29.71484375,naive
A short story about a man trapped in a strange village,openai-community/gpt2-xl,6,7,3,2.5393880208333335,-23.0107421875,-45.3046875,clairvoyant
A short story titled 'The Prisoner',openai-community/gpt2-xl,8,7,3,2.3138020833333335,-31.619140625,-40.1513671875,naive
