,small_model_times,big_model_times,small_model_seq,big_model_seq,story_lengths
0,"[1.5362271568737924, 0.9547263369895518, 0.8838599831797183, 0.870177005417645, 1.2975537939928472]","[1.1182680116035044, 1.1674349857494235, 1.0839073020033538, 1.0752721526660025, 1.5851582428440452]","[[np.float64(1.1916561191852677), [-0.0, 1.3369473900113786, 1.3317942372683822, 0.7086954558337176, 0.8712195025549995, 1.059145246233259, 1.1130911020132213, 2.365795135498047, 1.68515625, 1.5733072617474724, 1.1936383928571428, 1.53564453125, 0.8843669891357422, 0.928252447219122, 1.287787846156529], [-57.9696044921875, -22.547860264778137, -51.58011555671692, -63.79495358467102, -47.94633722305298, -32.20352363586426, -52.40179443359375, -17.514373779296875, -21.73828125, -33.67662811279297, -30.283203125, -9.259765625, -36.280242919921875, -62.69047546386719, -26.257339477539062], [-57.9696044921875, -50.62375545501709, -90.2021484375, -82.9297308921814, -63.62828826904297, -47.03155708312988, -81.3421630859375, -36.44073486328125, -38.58984375, -60.4228515625, -46.994140625, -20.00927734375, -50.43011474609375, -82.18377685546875, -44.28636932373047]], [np.float64(1.2520612256691226), [-0.0, 0.849558367729187, 1.0153717041015624, 1.1621217091878255, 2.1201171875, 1.2845598856608074, 3.402734375, 0.823868887765067, 0.6167769432067871, 0.624677137895064, 0.9927083333333333, 1.6312934027777777, 0.4705291021437872, 0.9520089285714286, 2.1116536458333335, 1.975], [-68.099609375, -53.497870445251465, -58.50767517089844, -74.67816925048828, -11.9375, -20.782039642333984, -6.271484375, -34.13502502441406, -53.05925750732422, -40.49139404296875, -30.796875, -22.751953125, -57.77037811279297, -23.3203125, -19.619140625, -13.84375], [-68.099609375, -74.73682963848114, -83.8919677734375, -109.54182052612305, -28.8984375, -32.34307861328125, -23.28515625, -45.669189453125, -62.92768859863281, -54.234291076660156, -45.6875, -37.43359375, -67.6514892578125, -29.984375, -32.2890625, -23.71875]], [np.float64(1.602960843499534), [-0.0, 0.7278210759162903, 1.6776951381138392, 1.53780517578125, 1.3162287754171036, 2.559348366477273, 1.4864534650530135, 2.913743155343192, 1.5370744977678572, 2.1911112467447915, 1.0950680541992188, 2.330078125, 2.073822021484375, 1.2523716517857142, 1.3457919034090908], [-36.89314270019531, -46.346874594688416, -25.22967529296875, -26.07452392578125, -36.39270198345184, -16.39892578125, -21.641891479492188, -24.57373046875, -28.69775390625, -24.85009765625, -53.93555450439453, -19.625, -29.110107421875, -11.2646484375, -27.8642578125], [-36.89314270019531, -68.18150687217712, -48.7174072265625, -49.1416015625, -58.7685911655426, -44.5517578125, -42.452239990234375, -44.969932556152344, -50.216796875, -51.1434326171875, -81.312255859375, -38.265625, -45.70068359375, -20.03125, -42.66796875]], [np.float64(1.4187807450042584), [-0.0, 0.6238654641544118, 4.050524030412946, 2.203158291903409, 1.2781700721153846, 1.9615700461647727, 2.43359375, 1.268341336931501, 0.6049728393554688, 1.3362853867667062, 1.0232651654411764, 1.0889309644699097, 0.9653945922851562, 1.6687368913130327, 0.77490234375], [-44.3818359375, -28.293701171875, -9.408050537109375, -16.5269775390625, -42.2548828125, -26.5496826171875, -18.5546875, -39.93131637573242, -48.7237548828125, -33.591970443725586, -51.60546875, -35.44362449645996, -44.24485778808594, -19.605724334716797, -41.03955078125], [-44.3818359375, -38.8994140625, -37.76171875, -40.76171875, -58.87109375, -48.126953125, -33.15625, -57.68809509277344, -58.4033203125, -52.29996585845947, -69.0009765625, -51.777588963508606, -63.55274963378906, -37.961830139160156, -51.11328125]], [np.float64(0.9889340907771088), [-0.0, 1.2321709526909723, 0.9588568551199776, 0.7970925111037034, 1.3858848571777345, 0.8766701221466064, 0.51279296875, 0.4671088324652778, 0.8658694922924042, 1.06927490234375, 1.048424762228261, 0.6542609724505194, 3.5766845703125, 1.04296875, 1.3551974826388888, 0.56591796875, 0.78167724609375, 0.44608130821814906, 0.9723670142037528, 1.57861328125, 0.5797010560830435], [-48.80694580078125, -28.32094955444336, -88.81484985351562, -93.60763168334961, -28.603271484375, -48.956146240234375, -68.630859375, -157.016357421875, -81.4515266418457, -87.61083984375, -49.19091796875, -58.29712200164795, -8.0697021484375, -35.984375, -28.51025390625, -23.40234375, -70.510009765625, -80.61672973632812, -44.88692378997803, -42.8935546875, -76.70732307434082], [-48.80694580078125, -39.41048812866211, -115.662841796875, -114.3320369720459, -42.462120056152344, -62.98286819458008, -78.88671875, -178.0362548828125, -105.69587242603302, -113.2734375, -73.3046875, -77.27069020271301, -25.953125, -42.2421875, -40.70703125, -27.9296875, -87.7069091796875, -92.21484375, -58.500061988830566, -58.6796875, -90.62014842033386]]]","[[np.float64(0.0), [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [np.float64(0.0), [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [np.float64(0.0), [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [np.float64(0.0), [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [np.float64(0.0), [-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]]","[203, 183, 165, 162, 318]"
