,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0,0.16503095036768006,"[0.0018669577205882354, 0.01890764738384046, 0.5324600883152174, -0.0627835181451613, 0.4397101151315789, 0.12428977272727272, -0.09651692708333333, 0.1790489783653846, 0.2582194010416667, 0.13125, 0.31106422061011907, 0.3821614583333333, 0.28071032072368424, 0.047804888556985295, -0.12005615234375, 0.21235795454545456]","[-51.86865234375, -57.74408721923828, -48.09326171875, -93.46630859375, -60.86376953125, -24.19921875, -26.623046875, -76.9296875, -39.4501953125, -53.55810546875, -50.3433837890625, -46.474609375, -63.00390625, -68.1424560546875, -26.706787109375, -44.6875]","[-51.900390625, -58.10333251953125, -60.33984375, -91.52001953125, -69.21826171875, -25.56640625, -25.17529296875, -81.5849609375, -44.09814453125, -56.18310546875, -56.875732421875, -52.20703125, -68.33740234375, -69.767822265625, -25.5062255859375, -47.0234375]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
1,0.18037758471059537,"[-0.08812689012096774, 0.83984375, 0.42986739309210525, 0.0083740234375, 0.5401041666666667, -0.44130859375, 0.1790489783653846, 0.13929909153988487, 0.07193429129464286, 0.17116477272727273, 0.3343370225694444, -0.00592041015625, -0.12005615234375, 0.14629767922794118, 0.4553328804347826, 0.22584935238486842]","[-94.251953125, -37.78515625, -60.169921875, -56.015625, -44.10546875, -31.794921875, -76.9296875, -55.45664978027344, -55.3651123046875, -23.68359375, -38.080078125, -69.9691162109375, -26.706787109375, -49.413330078125, -49.8671875, -64.9271240234375]","[-91.52001953125, -47.0234375, -68.33740234375, -56.18310546875, -52.20703125, -25.17529296875, -81.5849609375, -58.10333251953125, -56.875732421875, -25.56640625, -44.09814453125, -69.767822265625, -25.5062255859375, -51.900390625, -60.33984375, -69.21826171875]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
2,0.20400712437125995,"[0.0018669577205882354, 0.3053977272727273, 0.23650568181818182, 0.5439046223958334, -0.1042724609375, -0.193017578125, 0.10376245835248162, 0.8201320482336957, 0.2552083333333333, 0.04747353830645161, -0.08232421875, 0.1790489783653846, 0.2582194010416667, 0.10309801603618421, 0.2704307154605263, 0.5186797694156045]","[-51.86865234375, -22.20703125, -44.421875, -45.4537353515625, -26.5489501953125, -60.04345703125, -66.23989868164062, -41.476806640625, -48.37890625, -90.04833984375, -26.41015625, -76.9296875, -39.4501953125, -67.2593994140625, -63.19921875, -48.248416900634766]","[-51.900390625, -25.56640625, -47.0234375, -56.875732421875, -25.5062255859375, -56.18310546875, -69.767822265625, -60.33984375, -52.20703125, -91.52001953125, -25.17529296875, -81.5849609375, -44.09814453125, -69.21826171875, -68.33740234375, -58.10333251953125]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
3,0.1593015573216544,"[0.031584087171052634, 0.32568359375, 0.484765625, 0.20179578993055555, 0.06448462701612903, 0.83984375, 0.8090892118566176, 0.01890764738384046, -0.40693359375, -0.2898193359375, 0.10376245835248162, -0.12005615234375, -0.021927682976973683, 0.33051990327380953, 0.17116477272727273, 0.005960215692934783]","[-67.7373046875, -73.1171875, -44.935546875, -40.4658203125, -89.52099609375, -37.78515625, -38.1458740234375, -57.74408721923828, -31.279296875, -61.9794921875, -66.23989868164062, -26.706787109375, -69.6348876953125, -49.934814453125, -23.68359375, -60.2027587890625]","[-68.33740234375, -81.5849609375, -52.20703125, -44.09814453125, -91.52001953125, -47.0234375, -51.900390625, -58.10333251953125, -25.17529296875, -56.18310546875, -69.767822265625, -25.5062255859375, -69.21826171875, -56.875732421875, -25.56640625, -60.33984375]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
4,0.19212316221899053,"[0.15056818181818182, -0.09651692708333333, 0.14701704545454544, 0.5533712635869565, 0.9775175206801471, 0.1378687808388158, 0.33051990327380953, 0.2825249565972222, 0.13125, 0.15728980616519325, 0.26861979166666666, 0.28071032072368424, 0.08155517578125, 0.03858209425403226, -0.13151819565716913, -0.23538912259615385]","[-23.91015625, -26.623046875, -45.40625, -47.6123046875, -35.2825927734375, -66.5987548828125, -49.934814453125, -39.0126953125, -53.55810546875, -55.11482620239258, -48.177734375, -63.00390625, -24.690673828125, -90.323974609375, -74.23944091796875, -87.705078125]","[-25.56640625, -25.17529296875, -47.0234375, -60.33984375, -51.900390625, -69.21826171875, -56.875732421875, -44.09814453125, -56.18310546875, -58.10333251953125, -52.20703125, -68.33740234375, -25.5062255859375, -91.52001953125, -69.767822265625, -81.5849609375]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
5,0.20469083724246007,"[0.0036458333333333334, 0.5046492866847826, 0.32810174851190477, -0.35719401041666665, 0.13901654411764705, 0.7095170454545454, 0.15898052014802633, 0.2704307154605263, 0.1796875, 0.3343370225694444, 0.09097055288461539, 0.255584716796875, 0.048843876008064516, 0.11649362664473684, 0.2951904296875, 0.19679798799402573]","[-52.15234375, -48.73291015625, -49.985595703125, -30.533203125, -49.537109375, -39.21875, -66.1976318359375, -63.19921875, -23.58984375, -38.080078125, -79.2197265625, -51.0714111328125, -90.005859375, -55.88995361328125, -22.5543212890625, -63.076690673828125]","[-52.20703125, -60.33984375, -56.875732421875, -25.17529296875, -51.900390625, -47.0234375, -69.21826171875, -68.33740234375, -25.56640625, -44.09814453125, -81.5849609375, -56.18310546875, -91.52001953125, -58.10333251953125, -25.5062255859375, -69.767822265625]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
6,0.2481234340258378,"[-0.10166015625, 0.1183633243336397, 0.29829545454545453, 0.5169270833333334, 0.04747353830645161, 0.11649362664473684, 0.5324600883152174, 0.189794921875, 0.16035541735197367, 0.2704307154605263, 0.5620233444940477, 0.17116477272727273, 0.3343370225694444, 0.09097055288461539, 0.51624755859375, 0.14629767922794118]","[-26.7001953125, -65.74346923828125, -43.7421875, -44.453125, -90.04833984375, -55.88995361328125, -48.09326171875, -52.38720703125, -66.1715087890625, -63.19921875, -45.0732421875, -23.68359375, -38.080078125, -79.2197265625, -20.34375, -49.413330078125]","[-25.17529296875, -69.767822265625, -47.0234375, -52.20703125, -91.52001953125, -58.10333251953125, -60.33984375, -56.18310546875, -69.21826171875, -68.33740234375, -56.875732421875, -25.56640625, -44.09814453125, -81.5849609375, -25.5062255859375, -51.900390625]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
7,0.23341667352610435,"[-0.01037016369047619, 0.0625885994203629, 0.423828125, 0.28071032072368424, 0.08155517578125, -0.0992230867084704, 0.110498046875, 0.2998934659090909, -0.09651692708333333, 0.09187397203947369, 0.37526537024456524, -0.10729082892922794, 0.8917810776654411, 0.39865347055288464, 0.7237215909090909, 0.3076985677083333]","[-57.093505859375, -89.57977294921875, -45.849609375, -63.00390625, -24.690673828125, -59.98857116699219, -53.97314453125, -22.267578125, -26.623046875, -67.47265625, -51.708740234375, -73.41571044921875, -36.7401123046875, -71.219970703125, -39.0625, -38.5595703125]","[-56.875732421875, -91.52001953125, -52.20703125, -68.33740234375, -25.5062255859375, -58.10333251953125, -56.18310546875, -25.56640625, -25.17529296875, -69.21826171875, -60.33984375, -69.767822265625, -51.900390625, -81.5849609375, -47.0234375, -44.09814453125]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
8,0.19393531232580263,"[0.0036458333333333334, -0.44130859375, -0.12354800575657894, 0.25643760279605265, 0.37526537024456524, 0.189794921875, 0.45052562040441174, 0.7095170454545454, 0.5439046223958334, 0.0625885994203629, 0.15275691105769232, 0.5003854851973685, 0.047804888556985295, 0.1059841579861111, 0.04971590909090909, 0.21949462890625]","[-52.15234375, -31.794921875, -60.45074462890625, -64.345947265625, -51.708740234375, -52.38720703125, -44.241455078125, -39.21875, -45.4537353515625, -89.57977294921875, -77.61328125, -58.830078125, -68.1424560546875, -42.1904296875, -25.01953125, -23.311279296875]","[-52.20703125, -25.17529296875, -58.10333251953125, -69.21826171875, -60.33984375, -56.18310546875, -51.900390625, -47.0234375, -56.875732421875, -91.52001953125, -81.5849609375, -68.33740234375, -69.767822265625, -44.09814453125, -25.56640625, -25.5062255859375]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
9,0.23489058547829184,"[0.03909912109375, -0.29195963541666664, -0.07804790296052631, 0.1796875, 0.13091559159128288, 0.18186598557692307, 0.484765625, 0.40579950241815477, 0.8400017233455882, 0.020644244025735295, 0.8201320482336957, 0.16930028011924342, 0.3682528409090909, 0.3076985677083333, 0.13125, 0.048843876008064516]","[-25.115234375, -29.5546875, -69.8203125, -23.58984375, -66.73086547851562, -76.8564453125, -44.935546875, -48.35394287109375, -37.620361328125, -69.06591796875, -41.476806640625, -54.886627197265625, -42.97265625, -38.5595703125, -53.55810546875, -90.005859375]","[-25.5062255859375, -25.17529296875, -68.33740234375, -25.56640625, -69.21826171875, -81.5849609375, -52.20703125, -56.875732421875, -51.900390625, -69.767822265625, -60.33984375, -58.10333251953125, -47.0234375, -44.09814453125, -56.18310546875, -91.52001953125]",my wedding.,meta-llama/Llama-3.1-8B-Instruct,1
